_id,age,annual_income,spending_score,work_experience,family_size,profession_doctor,profession_engineer,profession_entertainment,profession_executive,profession_healthcare,profession_homemaker,profession_lawyer,profession_marketing,__v
654d95070bea87a821504524,40,0.094749808,0.31,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504525,23,0.105277564,0.87,0.294117647,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504526,60,0.20529125,0.04,0,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504527,21,0.178971859,0.73,0.058823529,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a821504528,53,0.310568815,0.04,0.058823529,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a821504529,18,0.326360449,0.92,0.529411765,0.75,0,0,0,0,0,1,0,0,
654d95070bea87a82150452a,49,0.479012918,0.14,0.058823529,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a82150452b,21,0.50006843,0.81,0.176470588,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a82150452c,42,0.073694295,0.17,0.294117647,0,1,0,0,0,0,0,0,0,
654d95070bea87a82150452d,30,0.326360449,0.73,0.058823529,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a82150452e,36,0.047374904,0.26,0.470588235,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150452f,20,0.363207597,0.75,0.470588235,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504530,65,0.131596955,0.35,0.235294118,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504531,24,0.447429648,0.92,0,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a821504532,48,0.115805321,0.36,0.823529412,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504533,31,0.173707981,0.61,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504534,49,0.378999231,0.28,0.470588235,0,0,1,0,0,0,0,0,0,
654d95070bea87a821504535,24,0.015791635,0.65,0.235294118,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a821504536,50,0.273721667,0.55,0,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504537,27,0.373735353,0.47,0.705882353,0,0,0,0,0,1,0,0,0,
654d95070bea87a821504538,29,0.410582501,0.42,0,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a821504539,31,0.131596955,0.42,0.058823529,0,0,1,0,0,0,0,0,0,
654d95070bea87a82150453a,49,0.463221283,0.52,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150453b,33,0.510596187,0.6,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150453c,31,0.389526988,0.54,0.058823529,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150453d,59,0.357943719,0.6,0,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a82150453e,50,0.094749808,0.45,0.058823529,0,0,0,0,0,0,0,0,1,
654d95070bea87a82150453f,47,0.50006843,0.41,0.823529412,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504540,51,0.373735353,0.5,0.529411765,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a821504541,69,0.042111026,0.46,0.470588235,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a821504542,27,0.300041058,0.51,0.058823529,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504543,53,0.468485161,0.46,0.058823529,0.625,0,0,0,0,0,0,1,0,
654d95070bea87a821504544,70,0.44216577,0.56,0,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504545,19,0.263193911,0.55,0.529411765,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504546,67,0.263193911,0.52,0,0.25,0,0,0,0,0,0,1,0,
654d95070bea87a821504547,54,0.252666154,0.59,0.058823529,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a821504548,63,0.331624328,0.51,0.411764706,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a821504549,18,0.047374904,0.59,0,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a82150454a,43,0.015791635,0.5,0,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a82150454b,68,0.431638014,0.48,0.470588235,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a82150454c,19,0.426374135,0.59,0,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a82150454d,32,0.510596187,0.47,0.117647059,0.125,0,0,0,0,0,1,0,0,
654d95070bea87a82150454e,70,0.479012918,0.55,0.470588235,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a82150454f,47,0.047374904,0.42,0.470588235,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a821504550,60,0.231610641,0.49,0,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a821504551,60,0.052638782,0.56,0.470588235,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a821504552,59,0.468485161,0.47,0,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504553,26,0.257930033,0.54,0,0.25,0,0,0,0,0,1,0,0,
654d95070bea87a821504554,45,0.35267984,0.53,0,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a821504555,40,0.521123943,0.48,0.235294118,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504556,23,0.510596187,0.52,0.117647059,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a821504557,49,0.515860065,0.42,0.058823529,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504558,57,0.273721667,0.51,0,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a821504559,38,0.321096571,0.55,0.352941176,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a82150455a,67,0.631665386,0.41,0.470588235,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150455b,46,0.178971859,0.44,0.470588235,0.375,0,0,1,0,0,0,0,0,
654d95070bea87a82150455c,21,0.126333077,0.57,0.058823529,0.25,0,0,0,0,0,0,0,1,
654d95070bea87a82150455d,48,0.163180225,0.46,0.411764706,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a82150455e,55,0.05790266,0.58,0,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a82150455f,22,0.289513302,0.55,0.294117647,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504560,34,0.400054744,0.6,0.411764706,0.25,0,0,1,0,0,0,0,0,
654d95070bea87a821504561,50,0.29477718,0.46,0,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a821504562,68,0.242138398,0.55,0,0.25,0,0,1,0,0,0,0,0,
654d95070bea87a821504563,18,0.189499616,0.41,0.058823529,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504564,48,0.463221283,0.49,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504565,40,0.163180225,0.4,0.058823529,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a821504566,32,0.126333077,0.42,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504567,24,0.421110257,0.52,0.588235294,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504568,47,0.010527756,0.47,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504569,27,0.35267984,0.5,0,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150456a,48,0.305304936,0.42,0.058823529,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a82150456b,20,0.421110257,0.49,0.176470588,0.25,0,1,0,0,0,0,0,0,
654d95070bea87a82150456c,23,0.342152084,0.41,0,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a82150456d,49,0.021055513,0.48,0.058823529,0.75,0,0,0,1,0,0,0,0,
654d95070bea87a82150456e,67,0.515860065,0.59,0,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a82150456f,26,0.273721667,0.55,0,0.5,0,0,0,1,0,0,0,0,
654d95070bea87a821504570,49,0.452693526,0.56,0.588235294,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a821504571,21,0.431638014,0.42,0.058823529,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a821504572,66,0.226346763,0.5,0.176470588,0.125,0,0,0,0,0,1,0,0,
654d95070bea87a821504573,54,0.410582501,0.46,0.058823529,0,0,0,0,0,0,0,1,0,
654d95070bea87a821504574,68,0.068430417,0.43,0.352941176,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a821504575,66,0.068430417,0.48,0.529411765,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a821504576,65,0.178971859,0.52,0.235294118,0.375,0,0,1,0,0,0,0,0,
654d95070bea87a821504577,19,0.131596955,0.54,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504578,38,0.373735353,0.42,0.058823529,0.5,1,0,0,0,0,0,0,0,
654d95070bea87a821504579,19,0.010527756,0.46,0.058823529,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150457a,18,0.510596187,0.48,0,0.25,0,0,0,1,0,0,0,0,
654d95070bea87a82150457b,19,0.268457789,0.5,0.470588235,0.375,0,0,0,1,0,0,0,0,
654d95070bea87a82150457c,63,0.047374904,0.43,0.058823529,0,0,0,0,0,0,0,1,0,
654d95070bea87a82150457d,49,0.415846379,0.59,0,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150457e,51,0.44216577,0.43,0.117647059,0.75,0,0,0,0,0,0,0,0,
654d95070bea87a82150457f,50,0.457957405,0.57,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504580,27,0.189499616,0.56,0,0.25,0,0,0,1,0,0,0,0,
654d95070bea87a821504581,38,0.263193911,0.4,0.058823529,0.375,0,0,0,1,0,0,0,0,
654d95070bea87a821504582,40,0.510596187,0.58,0.529411765,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a821504583,39,0.031583269,0.91,0.058823529,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a821504584,23,0.063166539,0.29,0.529411765,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a821504585,31,0.242138398,0.77,0.058823529,0.125,0,0,0,0,0,0,0,1,
654d95070bea87a821504586,43,0.468485161,0.35,0,0.75,0,1,0,0,0,0,0,0,
654d95070bea87a821504587,40,0.021055513,0.95,0,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504588,59,0.200027372,0.11,0,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a821504589,38,0.336888206,0.75,0.470588235,0.5,0,0,1,0,0,0,0,0,
654d95070bea87a82150458a,47,0.347415962,0.09,0.529411765,0.5,0,0,0,1,0,0,0,0,
654d95070bea87a82150458b,39,0.136860834,0.75,0,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a82150458c,25,0.215819007,0.34,0.352941176,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a82150458d,31,0.23687452,0.71,0.294117647,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150458e,20,0.468485161,0.05,0.058823529,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a82150458f,29,0.484276796,0.88,0.294117647,0.5,0,0,0,1,0,0,0,0,
654d95070bea87a821504590,44,0.400054744,0.07,0.294117647,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504591,32,0.447429648,0.73,0.176470588,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504592,19,0.115805321,0.1,0.470588235,0.375,0,0,0,0,0,0,0,1,
654d95070bea87a821504593,35,0.078958173,0.72,0.235294118,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504594,57,0.168444103,0.05,0,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a821504595,32,0.347415962,0.93,0,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a821504596,28,0.326360449,0.4,0.294117647,0.25,1,0,0,0,0,0,0,0,
654d95070bea87a821504597,32,0.447429648,0.87,0.058823529,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a821504598,25,0.373735353,0.12,0,0.5,0,1,0,0,0,0,0,0,
654d95070bea87a821504599,28,0.136860834,0.97,0.470588235,0.5,0,0,0,0,0,0,0,1,
654d95070bea87a82150459a,48,0.273721667,0.36,0.529411765,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a82150459b,32,0.200027372,0.74,0.058823529,0,0,0,0,0,0,0,1,0,
654d95070bea87a82150459c,34,0.268457789,0.22,0.411764706,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a82150459d,34,0.473749039,0.9,0.352941176,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a82150459e,43,0.157916346,0.17,0,1,0,0,0,0,0,0,1,0,
654d95070bea87a82150459f,39,0.215819007,0.88,0,0,0,1,0,0,0,0,0,0,
654d95070bea87a8215045a0,44,0.08948593,0.2,0,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a8215045a1,38,0.484276796,0.76,0.117647059,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045a2,47,0.421110257,0.16,0,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215045a3,27,0.052638782,0.89,0.470588235,0.375,0,0,0,0,0,0,0,1,
654d95070bea87a8215045a4,37,0.084222051,0.01,0.058823529,0,0,0,0,1,0,0,0,0,
654d95070bea87a8215045a5,30,0.457957405,0.78,0.176470588,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215045a6,34,0.347415962,0.01,0.058823529,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a8215045a7,30,0.452693526,0.73,0.176470588,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215045a8,56,0.047374904,0.35,0.058823529,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215045a9,29,0.263193911,0.83,0.058823529,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a8215045aa,19,0.184235738,0.05,0,0.5,0,0,0,1,0,0,0,0,
654d95070bea87a8215045ab,31,0.305304936,0.93,0.058823529,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a8215045ac,50,0.247402276,0.26,0,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a8215045ad,36,0.284249424,0.75,0.294117647,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215045ae,42,0.415846379,0.2,0.529411765,0.25,0,0,0,0,0,1,0,0,
654d95070bea87a8215045af,33,0.436901892,0.95,0,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a8215045b0,36,0.300041058,0.27,0,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215045b1,32,0,0.63,0.117647059,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045b2,40,0.363207597,0.13,0.176470588,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a8215045b3,28,0.021055513,0.75,0,0.125,0,0,0,1,0,0,0,0,
654d95070bea87a8215045b4,36,0.415846379,0.1,0,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a8215045b5,36,0.521123943,0.92,0.294117647,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045b6,52,0.105277564,0.13,0,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a8215045b7,30,0.14738859,0.86,0.176470588,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215045b8,58,0.152652468,0.15,0.647058824,0,0,1,0,0,0,0,0,0,
654d95070bea87a8215045b9,27,0.23687452,0.69,0.117647059,0.625,0,0,0,0,1,0,0,0,
654d95070bea87a8215045ba,59,0.452693526,0.14,0.235294118,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a8215045bb,35,0.221082885,0.9,0.470588235,0,0,1,0,0,0,0,0,0,
654d95070bea87a8215045bc,37,0.310568815,0.32,0.411764706,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045bd,32,0.321096571,0.86,0.411764706,0.5,0,0,1,0,0,0,0,0,
654d95070bea87a8215045be,46,0.05790266,0.15,0.411764706,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215045bf,29,0.347415962,0.88,0.235294118,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215045c0,41,0.20529125,0.39,0.058823529,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215045c1,30,0.378999231,0.97,0.352941176,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045c2,54,0.073694295,0.24,0.058823529,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a8215045c3,28,0.231610641,0.68,0.294117647,0.25,1,0,0,0,0,0,0,0,
654d95070bea87a8215045c4,41,0.400054744,0.17,0.470588235,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a8215045c5,36,0.50006843,0.85,0.235294118,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045c6,34,0.484276796,0.23,0.294117647,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215045c7,32,0.515860065,0.69,0.470588235,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045c8,33,0.505332309,0.08,0.529411765,0.125,0,0,0,1,0,0,0,0,
654d95070bea87a8215045c9,38,0.23687452,0.91,0.588235294,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215045ca,47,0.042111026,0.16,0.411764706,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045cb,35,0.242138398,0.79,0.058823529,0.25,0,0,0,1,0,0,0,0,
654d95070bea87a8215045cc,45,0.410582501,0.28,0,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045cd,32,0.021055513,0.74,0.058823529,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a8215045ce,32,0.426374135,0.18,0.058823529,0.125,0,0,0,1,0,0,0,0,
654d95070bea87a8215045cf,30,0.173707981,0.83,0.235294118,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045d0,21,0.210555129,0.1,0,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a8215045d1,34,0.447429648,0.16,0.529411765,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a8215045d2,16,0.315832693,0,0.352941176,0.875,0,1,0,0,0,0,0,0,
654d95070bea87a8215045d3,76,0.315832693,0.39,0.235294118,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a8215045d4,62,0.331624328,0.59,0,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a8215045d5,63,0.052638782,0.52,0.470588235,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a8215045d6,19,0.289513302,0.61,0,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a8215045d7,46,0.489540674,0.12,0.117647059,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215045d8,48,0.078958173,0.07,0,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a8215045d9,80,0.20529125,0.33,0.529411765,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a8215045da,1,0.300041058,0.93,0.058823529,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a8215045db,0,0.115805321,0.92,0.117647059,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215045dc,86,0.063166539,0.7,0.117647059,0.375,0,0,0,0,0,0,0,1,
654d95070bea87a8215045dd,49,0.263193911,0.82,0.470588235,0,0,0,0,0,0,0,1,0,
654d95070bea87a8215045de,48,0.50006843,0.68,0.117647059,0.375,1,0,0,0,0,0,0,0,
654d95070bea87a8215045df,46,0.347415962,0.7,0.176470588,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a8215045e0,79,0.105277564,0.4,0.352941176,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a8215045e1,83,0.184235738,0.99,0.470588235,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a8215045e2,66,0.373735353,0.34,0.529411765,0.125,0,0,0,1,0,0,0,0,
654d95070bea87a8215045e3,59,0.400054744,0.61,0.529411765,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215045e4,39,0.44216577,0.33,0.294117647,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215045e5,95,0.378999231,0.51,0.235294118,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a8215045e6,43,0.173707981,0.55,0.235294118,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215045e7,93,0.489540674,0.37,0.058823529,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a8215045e8,40,0.436901892,0.48,0.235294118,0,0,0,0,0,0,1,0,0,
654d95070bea87a8215045e9,78,0.121069199,0.08,0.058823529,0,0,1,0,0,0,0,0,0,
654d95070bea87a8215045ea,25,0.210555129,0.77,0.294117647,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215045eb,76,0.468485161,0.86,0.529411765,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215045ec,0,0.173707981,0.64,0.058823529,0,0,0,0,0,0,0,0,1,
654d95070bea87a8215045ed,15,0.494804552,0.3,0.411764706,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a8215045ee,6,0.489540674,0.53,0.470588235,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a8215045ef,84,0.036847148,0.28,0,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215045f0,67,0.094749808,0.88,0,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a8215045f1,78,0.015791635,0.14,0,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215045f2,4,0.44216577,0.54,0.529411765,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215045f3,29,0.326360449,0.34,0,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215045f4,91,0.047374904,0.96,0.058823529,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a8215045f5,95,0.189499616,0.35,0,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215045f6,55,0.194763494,0.74,0.058823529,0.375,0,0,0,0,0,0,1,0,
654d95070bea87a8215045f7,14,0.263193911,0.11,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215045f8,92,0.436901892,0.16,0.058823529,0.5,0,0,0,1,0,0,0,0,
654d95070bea87a8215045f9,65,0.415846379,0.17,0,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215045fa,84,0.210555129,0.14,0.058823529,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215045fb,77,0.247402276,0.58,0,0.625,0,0,0,0,0,0,0,0,
654d95070bea87a8215045fc,53,0.021055513,0.2,0,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215045fd,28,0.200027372,0.75,0.411764706,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a8215045fe,23,0,0.96,0.058823529,0.25,1,0,0,0,0,0,0,0,
654d95070bea87a8215045ff,32,0.036847148,0.16,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504600,37,0.215819007,0.02,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504601,89,0.342152084,0,0,0.5,0,1,0,0,0,0,0,0,
654d95070bea87a821504602,80,0.105277564,0.93,0.058823529,0.25,0,1,0,0,0,0,0,0,
654d95070bea87a821504603,27,0.231610641,0.65,0.470588235,0,1,0,0,0,0,0,0,0,
654d95070bea87a821504604,78,0.015791635,0.14,0.294117647,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504605,86,0.378999231,0.13,0.411764706,0.25,0,0,0,0,0,0,1,0,
654d95070bea87a821504606,46,0.142124712,0.32,0.235294118,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a821504607,59,0.447429648,0.49,0.235294118,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a821504608,12,0.200027372,0.18,0.588235294,0,0,0,0,1,0,0,0,0,
654d95070bea87a821504609,79,0.38426311,0.96,0.352941176,0.75,0,0,0,0,0,1,0,0,
654d95070bea87a82150460a,79,0.336888206,0.64,0.117647059,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a82150460b,26,0.136860834,0.6,0.352941176,0.375,0,0,0,1,0,0,0,0,
654d95070bea87a82150460c,63,0.247402276,0.16,0.117647059,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a82150460d,52,0.184235738,0.85,0.117647059,0.625,1,0,0,0,0,0,0,0,
654d95070bea87a82150460e,32,0.163180225,0.24,0.117647059,0.25,0,0,0,0,0,0,1,0,
654d95070bea87a82150460f,64,0.068430417,0.38,0.176470588,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a821504610,37,0.415846379,0.1,0.058823529,0.75,0,0,0,0,0,1,0,0,
654d95070bea87a821504611,7,0.431638014,0.39,0.117647059,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a821504612,40,0.14738859,0.68,0.058823529,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504613,78,0.189499616,0.79,0,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504614,34,0.042111026,0.76,0.352941176,0.625,0,0,1,0,0,0,0,0,
654d95070bea87a821504615,52,0.463221283,0.39,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504616,94,0.479012918,0.36,0,0.375,0,0,1,0,0,0,0,0,
654d95070bea87a821504617,1,0.063166539,0.82,0,0.25,1,0,0,0,0,0,0,0,
654d95070bea87a821504618,96,0.005263878,0.76,0,0.25,0,0,1,0,0,0,0,0,
