Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1,0.35353535353535354,0.41058250076326236,61,0.0,0.058823529411764705,0.25
0,0.40404040404040403,0.09474980786844515,31,0.0,0.0,0.0
0,0.23232323232323232,0.1052775642982724,87,0.0,0.29411764705882354,0.375
1,0.6060606060606061,0.20529125038163118,4,0.0,0.0,0.25
0,0.21212121212121213,0.17897185930706308,73,0.125,0.058823529411764705,0.125
1,0.5353535353535354,0.31056881467990355,4,0.625,0.058823529411764705,0.25
1,0.18181818181818182,0.3263604493246444,92,0.75,0.5294117647058824,0.75
0,0.494949494949495,0.4790129175571394,14,0.875,0.058823529411764705,0.125
0,0.21212121212121213,0.5000684304167938,81,0.625,0.17647058823529413,0.375
0,0.42424242424242425,0.07369429500879068,17,0.125,0.29411764705882354,0.0
0,0.30303030303030304,0.3263604493246444,73,0.625,0.058823529411764705,0.5
0,0.36363636363636365,0.04737490393422258,26,0.0,0.47058823529411764,0.125
0,0.20202020202020202,0.36320759682903975,75,0.0,0.47058823529411764,0.125
0,0.6565656565656566,0.1315969553728405,35,0.0,0.23529411764705882,0.0
1,0.24242424242424243,0.4474296482676577,92,0.625,0.0,0.125
1,0.48484848484848486,0.11580532072809964,36,0.0,0.8235294117647058,0.25
0,0.31313131313131315,0.17370798109214944,61,0.0,0.058823529411764705,0.125
0,0.494949494949495,0.3789992314737806,28,0.25,0.47058823529411764,0.0
0,0.24242424242424243,0.01579163464474086,65,0.875,0.23529411764705882,0.125
0,0.5050505050505051,0.2737216671755082,55,0.0,0.0,0.375
0,0.2727272727272727,0.373735353258867,47,0.625,0.7058823529411765,0.0
0,0.29292929292929293,0.41058250076326236,42,0.625,0.0,0.375
0,0.31313131313131315,0.1315969553728405,42,0.25,0.058823529411764705,0.0
0,0.494949494949495,0.46322128291239856,52,0.0,0.058823529411764705,0.125
1,0.3333333333333333,0.5105961868466211,60,0.0,0.058823529411764705,0.125
0,0.31313131313131315,0.38952698790360785,54,0.0,0.058823529411764705,0.0
1,0.5959595959595959,0.35794371861412616,60,0.375,0.0,0.125
0,0.5050505050505051,0.09474980786844515,45,1.0,0.058823529411764705,0.0
1,0.47474747474747475,0.5000684304167938,41,0.0,0.8235294117647058,0.125
0,0.5151515151515151,0.373735353258867,50,0.625,0.5294117647058824,0.375
1,0.696969696969697,0.042111025719308956,46,0.125,0.47058823529411764,0.125
0,0.2727272727272727,0.3000410582500763,51,0.0,0.058823529411764705,0.25
1,0.5353535353535354,0.46848516112731214,46,0.875,0.058823529411764705,0.625
1,0.7070707070707071,0.44216577005274404,56,0.0,0.0,0.125
1,0.1919191919191919,0.263193910745681,55,0.0,0.5294117647058824,0.125
0,0.6767676767676768,0.263193910745681,52,0.875,0.0,0.25
0,0.5454545454545454,0.25266615431585376,59,0.875,0.058823529411764705,0.125
1,0.6363636363636364,0.33162432753955806,51,0.875,0.4117647058823529,0.125
1,0.18181818181818182,0.04737490393422258,59,0.375,0.0,0.125
0,0.43434343434343436,0.01579163464474086,50,0.125,0.0,0.125
0,0.6868686868686869,0.4316380136229168,48,0.0,0.47058823529411764,0.375
1,0.1919191919191919,0.4263741354080032,59,0.0,0.0,0.375
0,0.32323232323232326,0.5105961868466211,47,0.75,0.11764705882352941,0.125
1,0.7070707070707071,0.4790129175571394,55,0.625,0.47058823529411764,0.125
0,0.47474747474747475,0.04737490393422258,42,0.375,0.47058823529411764,0.125
0,0.6060606060606061,0.23161064145619928,49,0.0,0.0,0.5
0,0.6060606060606061,0.0526387821491362,56,0.625,0.47058823529411764,0.375
1,0.5959595959595959,0.46848516112731214,47,0.0,0.0,0.375
1,0.26262626262626265,0.25793003253076735,54,0.75,0.0,0.25
0,0.45454545454545453,0.3526798403992125,53,0.125,0.0,0.125
1,0.40404040404040403,0.5211239432764484,48,0.0,0.23529411764705882,0.25
0,0.23232323232323232,0.5105961868466211,52,0.25,0.11764705882352941,0.125
0,0.494949494949495,0.5158600650615347,42,0.0,0.058823529411764705,0.0
1,0.5757575757575758,0.2737216671755082,51,0.625,0.0,0.375
1,0.3838383838383838,0.32109657110973083,55,0.625,0.35294117647058826,0.25
1,0.6767676767676768,0.6316653857896344,41,0.0,0.47058823529411764,0.0
0,0.46464646464646464,0.17897185930706308,44,0.375,0.47058823529411764,0.375
0,0.21212121212121213,0.12633307715792688,57,1.0,0.058823529411764705,0.25
1,0.48484848484848486,0.1631802246623222,46,0.625,0.4117647058823529,0.5
0,0.5555555555555556,0.05790266036404982,58,0.0,0.0,0.25
0,0.2222222222222222,0.2895133018202491,55,0.0,0.29411764705882354,0.125
0,0.3434343434343434,0.4000547443334351,60,0.375,0.4117647058823529,0.25
0,0.5050505050505051,0.29477718003516273,46,0.125,0.0,0.125
0,0.6868686868686869,0.2421383978860265,55,0.375,0.0,0.25
1,0.18181818181818182,0.1894996157368903,41,0.0,0.058823529411764705,0.375
1,0.48484848484848486,0.46322128291239856,49,0.0,0.058823529411764705,0.125
0,0.40404040404040403,0.1631802246623222,40,0.375,0.058823529411764705,0.125
0,0.32323232323232326,0.12633307715792688,42,0.0,0.0,0.0
1,0.24242424242424243,0.4211102571930896,52,0.0,0.5882352941176471,0.0
0,0.47474747474747475,0.010527756429827239,47,0.0,0.0,0.0
0,0.2727272727272727,0.3526798403992125,50,0.0,0.0,0.125
1,0.48484848484848486,0.30530493646498996,42,0.125,0.058823529411764705,0.125
1,0.20202020202020202,0.4211102571930896,49,0.25,0.17647058823529413,0.25
0,0.23232323232323232,0.3421520839693853,41,0.0,0.0,0.375
0,0.494949494949495,0.021055512859654478,48,0.5,0.058823529411764705,0.75
1,0.6767676767676768,0.5158600650615347,59,0.0,0.0,0.25
1,0.26262626262626265,0.2737216671755082,55,0.5,0.0,0.5
1,0.494949494949495,0.4526935264825713,56,0.625,0.5882352941176471,0.125
0,0.21212121212121213,0.4316380136229168,42,0.125,0.058823529411764705,0.125
0,0.6666666666666666,0.22634676324128564,50,0.75,0.17647058823529413,0.125
1,0.5454545454545454,0.41058250076326236,46,0.875,0.058823529411764705,0.0
1,0.6868686868686869,0.06843041679387706,43,0.625,0.35294117647058826,0.5
1,0.6666666666666666,0.06843041679387706,48,0.625,0.5294117647058824,0.25
1,0.6565656565656566,0.17897185930706308,52,0.375,0.23529411764705882,0.375
0,0.1919191919191919,0.1315969553728405,54,0.0,0.0,0.0
0,0.3838383838383838,0.373735353258867,42,0.125,0.058823529411764705,0.5
1,0.1919191919191919,0.010527756429827239,46,0.0,0.058823529411764705,0.0
0,0.18181818181818182,0.5105961868466211,48,0.5,0.0,0.25
0,0.1919191919191919,0.26845778896059463,50,0.5,0.47058823529411764,0.375
0,0.6363636363636364,0.04737490393422258,43,0.875,0.058823529411764705,0.0
0,0.494949494949495,0.41584637897817595,59,0.0,0.0,0.125
0,0.5151515151515151,0.44216577005274404,43,0.0,0.11764705882352941,0.75
0,0.5050505050505051,0.4579574046974849,57,0.0,0.058823529411764705,0.125
1,0.2727272727272727,0.1894996157368903,56,0.5,0.0,0.25
0,0.3838383838383838,0.263193910745681,40,0.5,0.058823529411764705,0.375
0,0.40404040404040403,0.5105961868466211,58,0.25,0.5294117647058824,0.375
1,0.3939393939393939,0.03158326928948172,91,0.625,0.058823529411764705,0.25
0,0.23232323232323232,0.06316653857896344,29,0.375,0.5294117647058824,0.125
0,0.31313131313131315,0.2421383978860265,77,1.0,0.058823529411764705,0.125
1,0.43434343434343436,0.46848516112731214,35,0.25,0.0,0.75
1,0.40404040404040403,0.021055512859654478,95,0.0,0.0,0.125
1,0.5959595959595959,0.20002737216671754,11,0.25,0.0,0.125
1,0.3838383838383838,0.33688820575447165,75,0.375,0.47058823529411764,0.5
1,0.47474747474747475,0.3474159621842989,9,0.5,0.5294117647058824,0.5
1,0.3939393939393939,0.1368608335877541,75,0.875,0.0,0.125
0,0.25252525252525254,0.2158190068114584,34,0.625,0.35294117647058826,0.375
0,0.31313131313131315,0.2368745196711129,71,0.0,0.29411764705882354,0.0
1,0.20202020202020202,0.46848516112731214,5,0.25,0.058823529411764705,0.125
0,0.29292929292929293,0.484276795772053,88,0.5,0.29411764705882354,0.5
0,0.4444444444444444,0.4000547443334351,7,0.0,0.29411764705882354,0.125
1,0.32323232323232326,0.4474296482676577,73,0.0,0.17647058823529413,0.375
1,0.1919191919191919,0.11580532072809964,10,1.0,0.47058823529411764,0.375
0,0.35353535353535354,0.0789581732237043,72,0.0,0.23529411764705882,0.375
0,0.5757575757575758,0.16844410287723582,5,0.25,0.0,0.125
1,0.32323232323232326,0.3474159621842989,93,0.0,0.0,0.5
0,0.2828282828282828,0.3263604493246444,40,0.125,0.29411764705882354,0.25
0,0.32323232323232326,0.4474296482676577,87,0.875,0.058823529411764705,0.125
1,0.25252525252525254,0.373735353258867,12,0.25,0.0,0.5
1,0.2828282828282828,0.1368608335877541,97,1.0,0.47058823529411764,0.5
1,0.48484848484848486,0.2737216671755082,36,0.25,0.5294117647058824,0.125
0,0.32323232323232326,0.20002737216671754,74,0.875,0.058823529411764705,0.0
0,0.3434343434343434,0.26845778896059463,22,0.625,0.4117647058823529,0.375
1,0.3434343434343434,0.4737490393422258,90,0.0,0.35294117647058826,0.25
1,0.43434343434343436,0.1579163464474086,17,0.875,0.0,1.0
1,0.3939393939393939,0.2158190068114584,88,0.25,0.0,0.0
0,0.4444444444444444,0.08948592965353154,20,0.25,0.0,0.125
0,0.3838383838383838,0.484276795772053,76,0.0,0.11764705882352941,0.125
0,0.47474747474747475,0.4211102571930896,16,0.625,0.0,0.375
0,0.2727272727272727,0.0526387821491362,89,1.0,0.47058823529411764,0.375
1,0.37373737373737376,0.08422205143861791,1,0.5,0.058823529411764705,0.0
0,0.30303030303030304,0.4579574046974849,78,0.0,0.17647058823529413,0.375
1,0.3434343434343434,0.3474159621842989,1,0.875,0.058823529411764705,0.125
0,0.30303030303030304,0.4526935264825713,73,0.0,0.17647058823529413,0.25
0,0.5656565656565656,0.04737490393422258,35,0.0,0.058823529411764705,0.0
0,0.29292929292929293,0.263193910745681,83,0.625,0.058823529411764705,0.5
1,0.1919191919191919,0.1842357375219767,5,0.5,0.0,0.5
0,0.31313131313131315,0.30530493646498996,93,0.625,0.058823529411764705,0.5
1,0.5050505050505051,0.24740227610094012,26,0.125,0.0,0.125
0,0.36363636363636365,0.28424942360533545,75,0.0,0.29411764705882354,0.25
1,0.42424242424242425,0.41584637897817595,20,0.75,0.5294117647058824,0.25
0,0.3333333333333333,0.43690189183783046,95,0.0,0.0,0.5
0,0.36363636363636365,0.3000410582500763,27,0.0,0.0,0.25
1,0.32323232323232326,0.0,63,0.0,0.11764705882352941,0.125
1,0.40404040404040403,0.36320759682903975,13,0.0,0.17647058823529413,0.5
1,0.2828282828282828,0.021055512859654478,75,0.5,0.0,0.125
1,0.36363636363636365,0.41584637897817595,10,0.875,0.0,0.125
1,0.36363636363636365,0.5211239432764484,92,0.0,0.29411764705882354,0.125
0,0.5252525252525253,0.1052775642982724,13,0.875,0.0,0.125
0,0.30303030303030304,0.14738859001758137,86,0.0,0.17647058823529413,0.375
1,0.5858585858585859,0.15265246823249498,15,0.25,0.6470588235294118,0.0
1,0.2727272727272727,0.2368745196711129,69,0.625,0.11764705882352941,0.625
1,0.5959595959595959,0.4526935264825713,14,0.625,0.23529411764705882,0.25
1,0.35353535353535354,0.22108288502637202,90,0.25,0.47058823529411764,0.0
0,0.37373737373737376,0.31056881467990355,32,0.0,0.4117647058823529,0.125
0,0.32323232323232326,0.32109657110973083,86,0.375,0.4117647058823529,0.5
1,0.46464646464646464,0.05790266036404982,15,0.0,0.4117647058823529,0.0
0,0.29292929292929293,0.3474159621842989,88,0.0,0.23529411764705882,0.375
0,0.41414141414141414,0.20529125038163118,39,0.0,0.058823529411764705,0.0
1,0.30303030303030304,0.3789992314737806,97,0.0,0.35294117647058826,0.125
0,0.5454545454545454,0.07369429500879068,24,0.875,0.058823529411764705,0.125
1,0.2828282828282828,0.23161064145619928,68,0.125,0.29411764705882354,0.25
0,0.41414141414141414,0.4000547443334351,17,0.25,0.47058823529411764,0.125
0,0.36363636363636365,0.5000684304167938,85,0.0,0.23529411764705882,0.125
0,0.3434343434343434,0.484276795772053,23,0.0,0.29411764705882354,0.25
0,0.32323232323232326,0.5158600650615347,69,0.0,0.47058823529411764,0.125
1,0.3333333333333333,0.5053323086317075,8,0.5,0.5294117647058824,0.125
0,0.3838383838383838,0.2368745196711129,91,0.0,0.5882352941176471,0.375
0,0.47474747474747475,0.042111025719308956,16,0.0,0.4117647058823529,0.125
0,0.35353535353535354,0.2421383978860265,79,0.5,0.058823529411764705,0.25
0,0.45454545454545453,0.41058250076326236,28,0.0,0.0,0.125
1,0.32323232323232326,0.021055512859654478,74,0.0,0.058823529411764705,0.5
1,0.32323232323232326,0.4263741354080032,18,0.5,0.058823529411764705,0.125
1,0.30303030303030304,0.17370798109214944,83,0.0,0.23529411764705882,0.125
0,0.21212121212121213,0.2105551285965448,10,0.625,0.0,0.25
1,0.3434343434343434,0.4474296482676577,16,0.625,0.5294117647058824,0.25
0,0.16161616161616163,0.3158326928948172,0,0.25,0.35294117647058826,0.875
0,0.7676767676767676,0.3158326928948172,39,0.625,0.23529411764705882,0.125
0,0.6262626262626263,0.33162432753955806,59,0.375,0.0,0.125
0,0.6363636363636364,0.0526387821491362,52,0.625,0.47058823529411764,0.25
0,0.1919191919191919,0.2895133018202491,61,0.625,0.0,0.25
1,0.46464646464646464,0.48954067398696666,12,0.0,0.11764705882352941,0.0
0,0.48484848484848486,0.0789581732237043,7,0.125,0.0,0.125
0,0.8080808080808081,0.20529125038163118,33,0.25,0.5294117647058824,0.375
0,0.010101010101010102,0.3000410582500763,93,0.25,0.058823529411764705,0.125
0,0.0,0.11580532072809964,92,0.0,0.11764705882352941,0.0
1,0.8686868686868687,0.06316653857896344,70,1.0,0.11764705882352941,0.375
1,0.494949494949495,0.263193910745681,82,0.875,0.47058823529411764,0.0
1,0.48484848484848486,0.5000684304167938,68,0.125,0.11764705882352941,0.375
0,0.46464646464646464,0.3474159621842989,70,0.625,0.17647058823529413,0.25
1,0.797979797979798,0.1052775642982724,40,0.125,0.35294117647058826,0.125
0,0.8383838383838383,0.1842357375219767,99,0.125,0.47058823529411764,0.125
0,0.6666666666666666,0.373735353258867,34,0.5,0.5294117647058824,0.125
0,0.5959595959595959,0.4000547443334351,61,0.0,0.5294117647058824,0.0
0,0.3939393939393939,0.44216577005274404,33,0.0,0.29411764705882354,0.25
0,0.9595959595959596,0.3789992314737806,51,0.25,0.23529411764705882,0.125
1,0.43434343434343436,0.17370798109214944,55,0.0,0.23529411764705882,0.25
0,0.9393939393939394,0.48954067398696666,37,0.625,0.058823529411764705,0.5
0,0.40404040404040403,0.43690189183783046,48,0.75,0.23529411764705882,0.0
0,0.7878787878787878,0.12106919894301325,8,0.25,0.058823529411764705,0.0
0,0.25252525252525254,0.2105551285965448,77,0.0,0.29411764705882354,0.375
1,0.7676767676767676,0.46848516112731214,86,0.625,0.5294117647058824,0.375
1,0.0,0.17370798109214944,64,1.0,0.058823529411764705,0.0
1,0.15151515151515152,0.49480455220188024,30,0.625,0.4117647058823529,0.125
0,0.06060606060606061,0.48954067398696666,53,0.875,0.47058823529411764,0.125
1,0.8484848484848485,0.03684714750439534,28,0.625,0.0,0.375
0,0.6767676767676768,0.09474980786844515,88,0.875,0.0,0.125
0,0.7878787878787878,0.01579163464474086,14,0.625,0.0,0.375
0,0.04040404040404041,0.44216577005274404,54,0.0,0.5294117647058824,0.0
0,0.29292929292929293,0.3263604493246444,34,0.625,0.0,0.375
1,0.9191919191919192,0.04737490393422258,96,0.625,0.058823529411764705,0.5
1,0.9595959595959596,0.1894996157368903,35,0.0,0.0,0.375
1,0.5555555555555556,0.19476349395180392,74,0.875,0.058823529411764705,0.375
0,0.1414141414141414,0.263193910745681,11,0.0,0.058823529411764705,0.125
1,0.9292929292929293,0.43690189183783046,16,0.5,0.058823529411764705,0.5
0,0.6565656565656566,0.41584637897817595,17,0.0,0.0,0.25
0,0.8484848484848485,0.2105551285965448,14,0.625,0.058823529411764705,0.375
0,0.7777777777777778,0.24740227610094012,58,0.0,0.0,0.625
0,0.5353535353535354,0.021055512859654478,20,0.0,0.0,0.375
0,0.2828282828282828,0.20002737216671754,75,0.375,0.4117647058823529,0.125
1,0.23232323232323232,0.0,96,0.125,0.058823529411764705,0.25
0,0.32323232323232326,0.03684714750439534,16,0.0,0.058823529411764705,0.125
0,0.37373737373737376,0.2158190068114584,2,0.0,0.058823529411764705,0.125
0,0.898989898989899,0.3421520839693853,0,0.25,0.0,0.5
1,0.8080808080808081,0.1052775642982724,93,0.25,0.058823529411764705,0.25
0,0.2727272727272727,0.23161064145619928,65,0.125,0.47058823529411764,0.0
0,0.7878787878787878,0.01579163464474086,14,0.0,0.29411764705882354,0.375
0,0.8686868686868687,0.3789992314737806,13,0.875,0.4117647058823529,0.25
0,0.46464646464646464,0.14212471180266772,32,0.25,0.23529411764705882,0.375
1,0.5959595959595959,0.4474296482676577,49,0.875,0.23529411764705882,0.125
1,0.12121212121212122,0.20002737216671754,18,0.5,0.5882352941176471,0.0
1,0.797979797979798,0.38426310968869426,96,0.75,0.35294117647058826,0.75
0,0.797979797979798,0.33688820575447165,64,0.0,0.11764705882352941,0.25
1,0.26262626262626265,0.1368608335877541,60,0.5,0.35294117647058826,0.375
0,0.6363636363636364,0.24740227610094012,16,0.0,0.11764705882352941,0.25
0,0.5252525252525253,0.1842357375219767,85,0.125,0.11764705882352941,0.625
0,0.32323232323232326,0.1631802246623222,24,0.875,0.11764705882352941,0.25
0,0.6464646464646465,0.06843041679387706,38,0.25,0.17647058823529413,0.375
0,0.37373737373737376,0.41584637897817595,10,0.75,0.058823529411764705,0.75
1,0.0707070707070707,0.4316380136229168,39,0.375,0.11764705882352941,0.125
0,0.40404040404040403,0.14738859001758137,68,0.0,0.058823529411764705,0.0
0,0.7878787878787878,0.1894996157368903,79,0.0,0.0,0.25
0,0.3434343434343434,0.042111025719308956,76,0.375,0.35294117647058826,0.625
0,0.5252525252525253,0.46322128291239856,39,0.0,0.058823529411764705,0.125
1,0.9494949494949495,0.4790129175571394,36,0.375,0.0,0.375
0,0.010101010101010102,0.06316653857896344,82,0.125,0.0,0.25
0,0.9696969696969697,0.0052638782149136195,76,0.375,0.0,0.25
0,0.18181818181818182,0.7527345847326476,99,0.0,0.0,0.125
0,0.37373737373737376,0.09474980786844515,57,0.0,0.058823529411764705,0.125
1,0.7878787878787878,0.3421520839693853,89,0.875,0.058823529411764705,0.125
1,0.16161616161616163,0.04737490393422258,88,0.5,0.4117647058823529,0.375
1,0.9393939393939394,0.5000684304167938,21,0.0,0.058823529411764705,0.0
0,0.7474747474747475,0.41058250076326236,12,0.25,0.5294117647058824,0.25
1,0.6868686868686869,0.25266615431585376,73,0.625,0.17647058823529413,0.25
0,0.32323232323232326,0.33162432753955806,87,0.5,0.058823529411764705,0.375
0,0.43434343434343436,0.4474296482676577,63,1.0,0.058823529411764705,0.125
0,0.5252525252525253,0.22634676324128564,58,0.0,0.058823529411764705,0.25
0,0.6363636363636364,0.38952698790360785,20,0.0,0.058823529411764705,0.125
0,0.3333333333333333,0.3526798403992125,11,0.625,0.0,0.0
1,0.8686868686868687,0.31056881467990355,40,0.0,0.0,0.0
0,0.8585858585858586,0.7369429500879068,84,0.375,0.058823529411764705,0.0
0,0.7373737373737373,0.1631802246623222,47,0.625,0.058823529411764705,0.125
0,0.21212121212121213,0.0263193910745681,91,1.0,0.0,0.0
0,0.9393939393939394,0.10001368608335877,58,0.25,0.058823529411764705,0.25
1,0.09090909090909091,0.14212471180266772,62,0.375,0.4117647058823529,0.0
0,0.10101010101010101,0.35794371861412616,80,0.125,0.35294117647058826,0.25
1,0.1111111111111111,0.20002737216671754,66,0.0,0.47058823529411764,0.875
0,0.48484848484848486,0.263193910745681,36,0.25,0.35294117647058826,0.375
0,0.7373737373737373,0.4211102571930896,73,0.375,0.11764705882352941,0.125
0,0.6666666666666666,0.36320759682903975,43,0.5,0.5294117647058824,0.25
0,0.797979797979798,0.1631802246623222,91,0.25,0.17647058823529413,0.25
1,0.6262626262626263,0.4579574046974849,41,0.125,0.35294117647058826,0.125
1,0.1717171717171717,0.41584637897817595,16,0.0,0.058823529411764705,0.25
1,0.32323232323232326,0.16844410287723582,86,0.375,0.29411764705882354,0.125
1,0.8585858585858586,0.8095160390369208,100,0.375,0.17647058823529413,0.25
1,0.31313131313131315,0.5045479907776854,16,0.625,0.29411764705882354,0.125
0,0.31313131313131315,0.7633412993356986,73,0.625,0.35294117647058826,0.25
0,0.3838383838383838,0.7818912061650541,7,0.625,0.29411764705882354,0.125
0,0.9090909090909091,0.6175529282954509,21,0.875,0.058823529411764705,0.125
0,0.6565656565656566,0.9487772010906755,26,1.0,0.35294117647058826,0.125
0,0.6363636363636364,0.8688136271279228,12,0.0,0.23529411764705882,0.125
0,0.6161616161616161,0.6342288944802973,14,0.125,0.0,0.125
1,0.26262626262626265,0.5935864907829492,83,0.25,0.47058823529411764,0.375
0,0.1717171717171717,0.8237337740954025,65,0.25,0.058823529411764705,0.375
1,0.5656565656565656,0.5135544864034026,15,0.5,0.29411764705882354,0.625
0,0.12121212121212122,0.40795582553402043,30,0.25,0.29411764705882354,0.375
0,0.24242424242424243,0.622727320580711,100,0.875,0.29411764705882354,0.0
0,0.13131313131313133,0.3383463000200027,9,0.5,0.5294117647058824,0.375
1,0.12121212121212122,0.28386516049564675,77,0.125,0.11764705882352941,0.25
1,0.7272727272727273,0.49438870582290206,93,0.875,0.5294117647058824,0.125
0,0.5454545454545454,0.6950740627664839,8,0.75,0.23529411764705882,0.375
1,0.45454545454545453,0.9644319749018286,91,0.0,0.4117647058823529,0.125
1,0.6666666666666666,0.9629580890016528,44,1.0,0.47058823529411764,0.0
0,0.2727272727272727,0.35937549348858266,56,0.625,0.47058823529411764,0.375
1,0.36363636363636365,0.3676345184077821,21,0.25,0.5882352941176471,0.125
1,0.050505050505050504,0.363618179329803,60,0.875,0.7647058823529411,0.0
0,0.898989898989899,0.5825376104098455,100,0.625,0.11764705882352941,0.375
1,0.13131313131313133,0.5025371892995883,94,0.125,0.35294117647058826,0.0
0,0.9191919191919192,0.5414477770642299,40,0.0,0.23529411764705882,0.0
1,0.16161616161616163,0.7029961994799289,7,0.0,0.17647058823529413,0.0
0,0.6363636363636364,0.3399886300230558,90,0.25,0.4117647058823529,0.0
1,0.5252525252525253,0.80408371671913,39,0.25,0.23529411764705882,0.125
0,0.37373737373737376,0.48592438965332097,58,0.625,0.058823529411764705,0.5
0,0.7878787878787878,0.5207133607756851,2,0.0,0.11764705882352941,0.25
1,0.24242424242424243,0.8729931464305641,33,0.25,0.0,0.375
0,0.04040404040404041,0.49329381915420006,62,0.25,0.17647058823529413,0.375
1,0.8484848484848485,0.7245254613789255,67,0.625,0.0,0.5
1,0.0,0.9145619926937371,96,0.0,0.0,0.375
0,0.6767676767676768,0.611273121585059,58,0.375,0.5882352941176471,0.125
0,0.32323232323232326,0.5908492741111941,30,0.625,0.47058823529411764,0.25
0,0.3939393939393939,0.3652289260635666,75,0.625,0.058823529411764705,0.5
0,0.6868686868686869,0.4028393359091244,62,0.625,0.0,0.125
0,0.0707070707070707,0.6516891785191657,28,0.125,0.8235294117647058,0.0
0,0.7676767676767676,0.3594807710528809,55,0.0,0.47058823529411764,0.125
0,0.8484848484848485,0.9116247486498152,99,0.0,0.17647058823529413,0.0
1,0.7575757575757576,0.7476496783770411,82,0.375,0.058823529411764705,0.375
1,0.2222222222222222,0.5681882783959911,61,0.0,0.0,0.0
0,0.9090909090909091,0.7887395117226568,61,0.25,0.058823529411764705,0.0
0,0.04040404040404041,0.7813227073178435,99,0.625,0.058823529411764705,0.875
0,0.7878787878787878,0.6664017181298494,84,0.875,0.0,0.25
0,0.5858585858585859,0.30098855632876076,22,0.625,0.5294117647058824,0.0
0,1.0,0.9707960036636593,41,0.0,0.5294117647058824,0.0
0,0.24242424242424243,0.7952930401002243,39,1.0,0.11764705882352941,0.5
0,0.8888888888888888,0.8743670186446566,98,0.0,0.7647058823529411,0.375
0,0.9292929292929293,0.35715413688188913,91,0.0,0.5294117647058824,0.375
1,1.0,0.9127248991967322,4,0.25,0.7647058823529411,0.0
0,0.5151515151515151,0.38059418657289945,98,0.875,0.4117647058823529,0.0
1,0.23232323232323232,0.9567625043426995,35,0.625,0.8235294117647058,0.25
0,0.13131313131313133,0.7730426268857844,75,0.125,0.5294117647058824,0.0
1,0.2222222222222222,0.9102456125575079,20,0.25,0.35294117647058826,0.0
0,0.898989898989899,0.6096149999473612,87,0.75,0.6470588235294118,0.375
1,0.20202020202020202,0.970259088085738,51,1.0,0.7647058823529411,0.5
0,0.7272727272727273,0.35453798940907705,19,0.875,0.5294117647058824,0.25
1,0.1717171717171717,0.8737985197974459,71,0.625,0.5294117647058824,0.25
1,0.9090909090909091,0.8680872119342646,18,0.0,0.47058823529411764,0.25
1,1.0,0.3335403792097866,61,0.375,0.058823529411764705,0.125
0,0.3939393939393939,0.9598787202459284,73,0.25,0.23529411764705882,0.25
0,0.37373737373737376,0.7819175255561287,56,0.375,0.058823529411764705,0.125
1,0.46464646464646464,0.33074525987766745,85,0.0,0.058823529411764705,0.125
1,0.6565656565656566,0.6349658374303853,72,0.625,0.0,0.125
0,0.6060606060606061,0.689031130575763,30,0.0,0.058823529411764705,0.0
0,0.9393939393939394,0.5428637603040416,74,0.5,0.7058823529411765,0.25
1,0.7272727272727273,0.5615557918451999,15,0.625,0.5294117647058824,0.5
